8.228939175605773926e-01,1.264594309031963348e-02,2.646776475012302399e-02,4.564471915364265442e-02,2.435583807528018951e-02,6.799178570508956909e-02
8.283547759056091309e-01,1.000330131500959396e-02,2.120695635676383972e-02,4.645195603370666504e-02,2.177092432975769043e-02,7.221212238073348999e-02
8.404817581176757812e-01,1.209376379847526550e-02,2.032239176332950592e-02,4.108088091015815735e-02,2.228074148297309875e-02,6.374038755893707275e-02
8.264036774635314941e-01,7.043786812573671341e-03,1.609362475574016571e-02,6.984315067529678345e-02,8.730650879442691803e-03,7.188497483730316162e-02
8.304380774497985840e-01,1.313969492912292480e-02,1.881573162972927094e-02,8.282499760389328003e-02,6.937636528164148331e-03,4.784380272030830383e-02
8.212158083915710449e-01,1.650226116180419922e-02,2.217059582471847534e-02,6.680465489625930786e-02,1.162910833954811096e-02,6.167753413319587708e-02
8.097115159034729004e-01,2.237577550113201141e-02,2.460072375833988190e-02,7.187194377183914185e-02,1.378956530243158340e-02,5.765052512288093567e-02
8.275145888328552246e-01,2.336074411869049072e-02,2.330582030117511749e-02,6.451888382434844971e-02,1.134054549038410187e-02,4.995948821306228638e-02
8.392327427864074707e-01,1.732754893600940704e-02,2.070844918489456177e-02,4.583071172237396240e-02,1.553410850465297699e-02,6.136641651391983032e-02
8.515455126762390137e-01,1.677311584353446960e-02,1.969651691615581512e-02,3.654451295733451843e-02,2.068705484271049500e-02,5.475335568189620972e-02
8.505290150642395020e-01,2.470098808407783508e-02,2.048860117793083191e-02,3.550226986408233643e-02,2.526116929948329926e-02,4.351799935102462769e-02
8.597884178161621094e-01,2.338145859539508820e-02,2.063332684338092804e-02,4.821175336837768555e-02,1.538327336311340332e-02,3.260186687111854553e-02
8.390064239501953125e-01,2.464506402611732483e-02,2.931891381740570068e-02,4.076197743415832520e-02,3.096757270395755768e-02,3.529998287558555603e-02
8.163967728614807129e-01,1.937066204845905304e-02,3.800991177558898926e-02,8.312191069126129150e-02,1.397440303117036819e-02,2.912632375955581665e-02
8.109864592552185059e-01,2.411250956356525421e-02,3.973009809851646423e-02,7.953828573226928711e-02,1.683977991342544556e-02,2.879277616739273071e-02
8.130874037742614746e-01,2.843396924436092377e-02,4.102624580264091492e-02,6.808577477931976318e-02,1.990527845919132233e-02,2.946137450635433197e-02
7.888942956924438477e-01,3.378274291753768921e-02,4.021003097295761108e-02,9.420101344585418701e-02,1.468895096331834793e-02,2.822291292250156403e-02
8.145889043807983398e-01,2.881280705332756042e-02,3.324748948216438293e-02,7.095142453908920288e-02,1.741949282586574554e-02,3.498002886772155762e-02
8.336499929428100586e-01,1.784921064972877502e-02,2.664740383625030518e-02,6.222360953688621521e-02,1.529897563159465790e-02,4.433075711131095886e-02
8.437076210975646973e-01,9.854626841843128204e-03,1.928473450243473053e-02,6.526765227317810059e-02,1.028218213468790054e-02,5.160311236977577209e-02
8.416450619697570801e-01,9.456166066229343414e-03,1.925139129161834717e-02,6.658113002777099609e-02,9.563413448631763458e-03,5.350279435515403748e-02
8.492646217346191406e-01,1.407152228057384491e-02,1.558233611285686493e-02,7.154678553342819214e-02,5.178257822990417480e-03,4.435662180185317993e-02
8.665398359298706055e-01,1.996388472616672516e-02,1.907746121287345886e-02,3.870948404073715210e-02,1.271199621260166168e-02,4.299741983413696289e-02
8.450911641120910645e-01,3.687602654099464417e-02,2.515157498419284821e-02,4.253663495182991028e-02,1.670316606760025024e-02,3.364153951406478882e-02
8.502944707870483398e-01,3.810098394751548767e-02,2.305037714540958405e-02,3.075683861970901489e-02,2.563622221350669861e-02,3.216120600700378418e-02
8.382599353790283203e-01,2.827090956270694733e-02,3.223584219813346863e-02,3.461628034710884094e-02,2.948850579559803009e-02,3.712844103574752808e-02
8.400131464004516602e-01,1.951324008405208588e-02,2.888491936028003693e-02,4.270835220813751221e-02,1.845714449882507324e-02,5.042320117354393005e-02
8.873747587203979492e-01,1.348290499299764633e-02,2.598865702748298645e-02,2.687545120716094971e-02,1.199903618544340134e-02,3.427934274077415466e-02
8.411829471588134766e-01,1.987402327358722687e-02,4.024061933159828186e-02,2.941695228219032288e-02,1.971118710935115814e-02,4.957422241568565369e-02
8.457932472229003906e-01,3.096709586679935455e-02,4.283235594630241394e-02,1.837572269141674042e-02,2.230441197752952576e-02,3.972715511918067932e-02
8.539166450500488281e-01,3.102997504174709320e-02,4.623040556907653809e-02,2.460024505853652954e-02,1.799066551029682159e-02,2.623197808861732483e-02
8.078958392143249512e-01,3.840496018528938293e-02,5.572162568569183350e-02,4.569258540868759155e-02,2.011591941118240356e-02,3.216911107301712036e-02
7.988944053649902344e-01,2.735389955341815948e-02,4.076504334807395935e-02,1.033789515495300293e-01,6.882231216877698898e-03,2.272548153996467590e-02
7.619608044624328613e-01,1.961758732795715332e-02,3.107833303511142731e-02,1.563037633895874023e-01,4.657603800296783447e-03,2.638180181384086609e-02
7.532528638839721680e-01,2.276664413511753082e-02,2.576283924281597137e-02,1.632461547851562500e-01,5.020378157496452332e-03,2.995118685066699982e-02
8.289360404014587402e-01,2.167505025863647461e-02,2.657097578048706055e-02,7.529296725988388062e-02,1.276780944317579269e-02,3.475713357329368591e-02
8.395578861236572266e-01,1.903936639428138733e-02,2.322661504149436951e-02,3.582753986120223999e-02,2.850763313472270966e-02,5.384086817502975464e-02
8.429788351058959961e-01,1.778933778405189514e-02,1.997734047472476959e-02,2.911622263491153717e-02,2.689324505627155304e-02,6.324492394924163818e-02
8.439803719520568848e-01,1.958423294126987457e-02,1.905763521790504456e-02,3.468842059373855591e-02,2.407040819525718689e-02,5.861893296241760254e-02
8.397943377494812012e-01,2.297842502593994141e-02,1.757488213479518890e-02,5.311534553766250610e-02,1.266143471002578735e-02,5.387564003467559814e-02
8.545598387718200684e-01,2.564996294677257538e-02,2.161799184978008270e-02,4.008799791336059570e-02,1.638427190482616425e-02,4.169994220137596130e-02
8.964729905128479004e-01,2.025008015334606171e-02,2.364962175488471985e-02,2.225714549422264099e-02,1.552015263587236404e-02,2.185000479221343994e-02
8.918811678886413574e-01,1.997846178710460663e-02,3.046627528965473175e-02,1.721931993961334229e-02,2.091445773839950562e-02,1.954031363129615784e-02
8.840855956077575684e-01,1.883140206336975098e-02,3.729667514562606812e-02,1.939878799021244049e-02,2.199215255677700043e-02,1.839526183903217316e-02
8.674435615539550781e-01,1.720558851957321167e-02,3.517998009920120239e-02,3.348855301737785339e-02,1.704206317663192749e-02,2.964019589126110077e-02
8.316724896430969238e-01,2.374262176454067230e-02,3.005798347294330597e-02,4.218181222677230835e-02,2.514955401420593262e-02,4.719561338424682617e-02
8.044627904891967773e-01,3.372528776526451111e-02,3.443990647792816162e-02,5.255438014864921570e-02,2.439298480749130249e-02,5.042466148734092712e-02
7.884102463722229004e-01,3.121220134198665619e-02,3.389174863696098328e-02,2.870610915124416351e-02,5.709107965230941772e-02,6.068856269121170044e-02
8.078671097755432129e-01,3.607996925711631775e-02,3.530821576714515686e-02,2.802276425063610077e-02,4.974777996540069580e-02,4.297409951686859131e-02
8.020204901695251465e-01,2.189674228429794312e-02,2.943605743348598480e-02,1.946771517395973206e-02,6.980458647012710571e-02,5.737436935305595398e-02
7.461578249931335449e-01,2.263079583644866943e-02,3.280660882592201233e-02,1.346429903060197830e-02,1.316465735435485840e-01,5.329384282231330872e-02
7.537063360214233398e-01,2.657229267060756683e-02,3.039359673857688904e-02,9.437844157218933105e-03,1.340285390615463257e-01,4.586144164204597473e-02
6.956297159194946289e-01,2.671780809760093689e-02,2.874397113919258118e-02,5.141049157828092575e-03,2.104079872369766235e-01,3.335948288440704346e-02
6.195700168609619141e-01,4.031839966773986816e-02,3.136956691741943359e-02,3.284488804638385773e-03,2.832578122615814209e-01,2.219970710575580597e-02
7.594820261001586914e-01,5.157732963562011719e-02,3.149218112230300903e-02,9.153215214610099792e-03,1.187790930271148682e-01,2.951623126864433289e-02
7.501255273818969727e-01,5.010428279638290405e-02,3.647479042410850525e-02,1.016502454876899719e-02,1.269090622663497925e-01,2.622139453887939453e-02
7.462719678878784180e-01,6.380534917116165161e-02,4.035110026597976685e-02,1.208464894443750381e-02,1.110011860728263855e-01,2.648574113845825195e-02
7.719403505325317383e-01,6.190064549446105957e-02,3.565801680088043213e-02,1.241821795701980591e-02,9.220442175865173340e-02,2.587831206619739532e-02
7.977268099784851074e-01,5.574872717261314392e-02,3.651022911071777344e-02,1.342530641704797745e-02,7.458814978599548340e-02,2.200078219175338745e-02
8.027140498161315918e-01,6.461314857006072998e-02,3.418992832303047180e-02,1.699543185532093048e-02,5.785521492362022400e-02,2.363231405615806580e-02
8.240717053413391113e-01,3.992023319005966187e-02,3.264204785227775574e-02,2.006297186017036438e-02,4.819231852889060974e-02,3.511067107319831848e-02
8.263052701950073242e-01,4.153603315353393555e-02,2.769859135150909424e-02,2.842630818486213684e-02,3.348885849118232727e-02,4.254496470093727112e-02
8.390806317329406738e-01,2.351961657404899597e-02,2.326023019850254059e-02,2.434823103249073029e-02,3.718970715999603271e-02,5.260145664215087891e-02
8.267634510993957520e-01,1.259568799287080765e-02,2.122654207050800323e-02,2.567892521619796753e-02,2.941497229039669037e-02,8.432038128376007080e-02
8.236422538757324219e-01,1.577058434486389160e-02,1.991711184382438660e-02,3.569312393665313721e-02,2.008933573961257935e-02,8.488757908344268799e-02
8.225964307785034180e-01,1.271185837686061859e-02,2.055902779102325439e-02,5.580910667777061462e-02,1.105446927249431610e-02,7.726911455392837524e-02
8.121653199195861816e-01,1.458421163260936737e-02,2.373604476451873779e-02,7.974210381507873535e-02,9.569832123816013336e-03,6.020243093371391296e-02
8.169770836830139160e-01,2.217482961714267731e-02,2.441575005650520325e-02,5.450922995805740356e-02,2.053183689713478088e-02,6.139128655195236206e-02
8.137834072113037109e-01,2.392867766320705414e-02,2.597904019057750702e-02,5.903778597712516785e-02,2.020556107163429260e-02,5.706552416086196899e-02
8.180295228958129883e-01,1.619812659919261932e-02,2.106976695358753204e-02,2.691219747066497803e-02,4.215899854898452759e-02,7.563144713640213013e-02
7.959720492362976074e-01,1.766789332032203674e-02,2.034027315676212311e-02,1.964186131954193115e-02,5.894814431667327881e-02,8.742967993021011353e-02
8.096255660057067871e-01,2.338870428502559662e-02,2.355208247900009155e-02,1.724558509886264801e-02,6.018515676259994507e-02,6.600296497344970703e-02
8.229334950447082520e-01,2.832522243261337280e-02,2.762150205671787262e-02,1.799196563661098480e-02,5.863033235073089600e-02,4.449744895100593567e-02
8.046055436134338379e-01,4.311692714691162109e-02,2.997078187763690948e-02,2.148529328405857086e-02,6.009548902511596680e-02,4.072591289877891541e-02
7.566722631454467773e-01,4.931202530860900879e-02,3.864900767803192139e-02,1.814096607267856598e-02,1.026408076286315918e-01,3.458495438098907471e-02
7.827458381652832031e-01,2.853032946586608887e-02,3.027231618762016296e-02,1.837263070046901703e-02,8.872271329164505005e-02,5.135622248053550720e-02
7.871173024177551270e-01,2.787644416093826294e-02,2.551420405507087708e-02,2.362273633480072021e-02,6.567353755235671997e-02,7.019578665494918823e-02
8.134611248970031738e-01,3.044820390641689301e-02,2.385867945849895477e-02,2.786004543304443359e-02,4.452291503548622131e-02,5.984905362129211426e-02
8.072853684425354004e-01,2.344400249421596527e-02,1.971386745572090149e-02,4.341183975338935852e-02,2.411019057035446167e-02,8.203478157520294189e-02
